_b_grade,_b_age,_b_hours,_b_ttl_exp,_b_tenure,_b_cons
.060206868,-.0022369009,.0012116851,.023606364,.016353795,.80744427
.05026928,-.0061565181,.00075650844,.028231811,.013142779,1.0474606
.056096416,-.0070427912,.0009802971,.026485862,.010519137,1.0369962
.053119369,-.0066983965,.0013211578,.02441116,.013731034,1.0876002
.056927141,-.0027014632,.0031685079,.025390537,.012936347,.84365535
.064754076,-.0043951683,.0013411177,.024600489,.014772675,.85476482
.054359477,-.0034158917,.00099680771,.02734074,.013603902,.97897804
.051960681,-.0059180949,.000026892771,.027609263,.012186584,1.122051
.051587902,-.0082940767,.001511417,.022874994,.012343816,1.1513801
.059216473,-.00070474425,.0012219826,.026131978,.0080936393,.74697864
.058125049,-.0080614239,.00034571101,.025772261,.0093376338,1.098966
.063044533,-.0031329542,.00037497657,.023434691,.016938535,.74808586
.06287884,-.0043245764,.0016846674,.026674114,.013445795,.79642749
.067593224,-.005225399,.00052843022,.026983121,.013458076,.8720631
.062338606,-.007346441,-.0017321669,.024946144,.016461454,.99013543
.056397542,-.0035650837,-.0011035961,.029435718,.012050705,.95705038
.052846842,-.0049988618,.0013484192,.025219824,.012366871,.92369497
.053337935,-.0027768586,-.000024590738,.031613238,.0089117792,.9337576
.055607729,-.0056511303,.00014256057,.023789439,.0090225879,1.1177523
.051856901,.0006176848,-.00062143785,.024606843,.011379831,.91713673
.063975178,-.0075353896,-.00012911147,.02553444,.012485447,.93885809
.0643479,-.0092014344,.000059483471,.029685356,.008293611,1.0385982
.063364208,-.0039536282,.00062094844,.029821374,.0091818823,.86747181
.059972446,-.0035904036,-.0001774777,.027539877,.01437249,.85509807
.059126388,-.0037192281,.00029511526,.026530791,.013566203,.86650771
.068936713,-.0059796823,.0010422521,.0281936,.0092636868,.841443
.046752077,-.0078422641,.0026494439,.021023201,.01309646,1.1650189
.056870859,-.0056551858,.00060415245,.021135705,.015144603,1.0622811
.063941129,-.0082256896,.00017434855,.026509922,.012040766,1.0183228
.055903114,-.0045239865,.0048705786,.030706069,.0092230598,.77792007
.046440016,.00048841303,.0010566618,.030376308,.010483397,.85376489
.053194404,-.0014873225,.001463294,.023931738,.011817189,.92742693
.0533389,-.0030885162,.0021153959,.022883983,.01029265,.92945689
.056513157,-.010617388,.00045199506,.024707176,.012480837,1.2105355
.055900823,-.00027127317,.0015760357,.025924826,.010955347,.78753859
.060195409,-.007736925,.001321062,.028558768,.0096685831,1.004829
.064104915,-.0042573567,-.0013507399,.02780289,.010520875,.92808229
.062729083,-.011638147,-.0010877217,.026208384,.0091642402,1.1818066
.051580582,-.0044865892,.0013425931,.025656816,.011204373,1.0119655
.056388229,-.0080459118,.0022230959,.02829377,.01079444,.98605472
.060990989,-.0024165146,.00030179805,.032358006,.0060987365,.80153924
.057780568,-.0032220581,.0010504057,.027748281,.0087820441,.85427862
.048169594,-.0053010667,.00039618753,.030072935,.0066520167,1.119294
.058758993,-.0073473919,.0019323309,.027016154,.010890747,.98358351
.058630098,-.0075057428,.00070519291,.026776638,.012928082,1.0179058
.062993586,-.0045944923,-.00031768883,.028720718,.0083171204,.90980887
.062019009,-.0041721556,-.0010334973,.026222628,.011519884,.93923616
.055931147,-.0038467001,.0028659042,.025079146,.0084975455,.82916778
.059422474,-.0050065392,.0023689521,.021915628,.01561698,.89622778
.05362124,-.00499928,-.00057441264,.022365682,.016429534,1.0646865
.052474946,-.0037877834,-.00060437928,.025606377,.010618531,1.0145341
.057131596,-.006914807,.0015652858,.027737644,.011933101,.98329282
.063864082,-.0079550808,.0024389019,.028818164,.010111469,.90231299
.052501414,-.0014572032,-.0011868298,.027458647,.0089352997,.98761618
.063000537,-.0056892671,-.00013438235,.025141438,.014984882,.94093353
.059883151,-.0058227214,-.00049562409,.022506041,.014715661,1.0523356
.06584207,-.0023916287,.00053329329,.026321018,.0093745533,.69732457
.057477809,-.0037340012,.0028610632,.025463952,.012603888,.81629866
.049920417,-.01048495,-.0010400589,.026239743,.013091147,1.3195636
.048274934,-.0048314082,.00097723608,.025830094,.012984584,1.0496162
.059759725,-.0019711808,.0006930778,.027513709,.011208558,.78683406
.059410084,-.0069997194,.003490869,.021563211,.011024347,.93696737
.061977737,-.0057473369,.0007291066,.025525361,.010397723,.97027636
.058405843,-.0059713605,.0020200843,.026197378,.01263624,.95139641
.07513769,-.00466986,.00089940877,.029599993,.0099544348,.63498169
.048477668,-.0051136576,.0010404802,.026329637,.010463649,1.1403813
.064617105,-.0085689798,.0025978014,.021239826,.015471835,.9566223
.053255532,-.005614467,-.00089853437,.027615931,.0098493611,1.0124978
.058928583,-.0065435208,.0016238326,.028356085,.0098540504,.933532
.061503433,-.00030954619,-.00026536989,.026224298,.009445006,.72996771
.053137936,-.011402287,.0012006905,.027420329,.013092496,1.2241131
.051427711,-.008353808,.0017118,.026134009,.010670676,1.1693162
.052537609,-.0052590314,.0033788334,.02492599,.011336554,1.0175272
.056902688,-.0097519793,-.00015094246,.02759048,.0084932353,1.179101
.060057811,-.0044139926,.0022063579,.024670886,.014895426,.87326825
.058650177,-.0043381085,.0039189695,.02593351,.0098447977,.80900389
.054168016,-.011808358,.00098978041,.030455803,.011545698,1.1694614
.058026873,-.0056315348,.0021612942,.022769321,.014918521,.91513771
.055056568,-.0054587107,.0023168607,.024550922,.0098997718,.98128819
.054183982,-.0035069024,.0030213376,.027548278,.011002139,.80377942
.068346784,-.0047617625,.00022777656,.027825885,.011908104,.78582662
.048776727,.0014919131,.0018162306,.025753887,.009255263,.82203096
.050029825,-.0049071438,-.00098809227,.030496515,.0093806051,1.0828341
.064208306,-.0063943001,.0014861721,.02873835,.01187309,.88831121
.058045376,.00052271778,.0027497825,.024041388,.010938312,.62766796
.052574329,-.0053422214,-.00010856246,.024213016,.014555276,1.0851754
.064536154,-.0067102043,-.00052674249,.029309692,.01223405,.9385047
.059562918,-.0024945287,-.00013683354,.026879156,.012945512,.84955931
.059475452,-.0043496978,.0014555522,.023381174,.012706942,.897708
.056734111,.0014560912,.0024024022,.026234077,.011209883,.6765008
.056926485,-.0044733137,.0024831388,.029138859,.0078325951,.86503309
.059322443,-.0050227828,.00090748403,.02403051,.013669187,.9647308
.061904509,-.0047841128,.00091303536,.023932414,.010075288,.93441659
.051878683,-.005533223,.001221279,.033037223,.0096933469,.95481014
.06266389,-.0019717403,.0014314009,.02775217,.0089978464,.73139131
.057490889,-.0068686884,.001777665,.025963359,.012018084,.93912697
.056737594,-.0034118195,.0020282909,.026685994,.013203206,.87151098
.055480823,-.0024584692,.0025663956,.025039742,.011460757,.80311739
.062494427,-.0015803642,.0010157436,.026156707,.012572655,.77216887
.052272204,-.0077279084,.0045474512,.027134158,.011964458,.97846371
.061227351,-.0040386203,.00034568625,.023955684,.011415563,.90863025
.057531189,-.0015501354,.0027506468,.028558208,.0094883684,.75551808
.061443221,-.0026664226,.0010668209,.023882456,.010559761,.78357661
.057080735,.000033932018,.0027605733,.021978319,.011696923,.7774666
.054948367,-.0025188669,.0025911811,.032630179,.0084102349,.7427845
.058070328,-.005990474,.00099886232,.029551486,.0096133612,.94507778
.06338235,.0027454258,.0023987293,.022241956,.015027604,.54064178
.056328744,-.0049038995,-.0016342353,.026467854,.010027643,1.0717249
.052912313,-.0011753691,.0018506771,.024576521,.010170802,.82607502
.062562846,-.0082487445,.001137967,.022520848,.016094886,1.003407
.055479378,-.0095822439,.0019186123,.025054563,.013260762,1.1136194
.050448246,-.0023078497,-.00023944414,.029175097,.014038624,.89407694
.050146811,-.0017320763,.0043591759,.029589063,.007132798,.83672756
.05385014,-.0035296618,.00047509678,.025756292,.014975105,.96276397
.056117304,-.0052690492,.0012191678,.029201282,.0097985454,.90562642
.054900013,-.0038128265,.00029619841,.02472331,.013355669,1.0334038
.065393932,-.0049884114,.000074936499,.029309798,.0071125836,.81063604
.072126269,-.0050344244,-.00036136343,.023694582,.016040599,.76873058
.054642074,-.0054593496,.00066475291,.027217736,.012600099,1.0081567
.059567571,-.0060754023,-.00021817336,.032034691,.0062500495,.91515344
.059976377,-.0014786115,.0013668735,.026714986,.010779243,.73760575
.062478695,-.0051267194,.0012660064,.027536307,.011314716,.86455786
.054095089,-.0048197415,.00028461238,.028201055,.010966041,.95745546
.051563807,-.005860189,.0019203862,.024444992,.01234109,1.0132854
.064807676,-.0051655327,-.000074177209,.030662851,.012425441,.86878759
.051019881,-.0027615286,.0014378681,.031084251,.0092559066,.91901201
.056721162,-.0061355503,.0014404081,.028575595,.010207243,.95400584
.062133141,-.0015507368,.0012334244,.023351181,.014321745,.73142147
.063521974,-.0043955958,.00042475972,.023756023,.012277473,.86795753
.056368273,-.0096285967,.00086386089,.026368985,.011583881,1.1268826
.058546692,-.0053878804,.00099855394,.025199771,.012219241,.927077
.055043176,-.0065352404,.00014772311,.026766483,.010186976,1.0953516
.06615819,-.0061825695,.0018976257,.028469523,.011236772,.75715339
.054524064,-.0021809118,-.0015458486,.023883849,.0142142,.9898808
.064748123,-.0051586791,-.00044711231,.023907386,.010402971,.93824226
.067606077,-.0029251946,.001749297,.023543078,.012022763,.73396492
.061772827,-.0084030963,.0036349327,.028639922,.010153786,.89791691
.059763052,-.011154264,.0016580127,.03068394,.010009337,1.1124837
.060705427,-.0039396002,.00282748,.022923561,.010422328,.85989624
.070447616,-.0039445399,.00057853479,.023799606,.014409467,.74115062
.058151308,-.0024269833,.00065208238,.026633022,.0115032,.81897837
.067970246,-.0095301736,.0025188017,.02304263,.014445849,.97191167
.054305412,-.0066644368,.00087991421,.028962731,.008800935,.99380982
.058574162,-.0071983635,-.0014451877,.028654577,.0098632891,1.0564201
.054007202,-.0063426825,.0015566077,.028623108,.01031217,1.0331707
.0689307,-.00067898812,.00053680036,.023866661,.013556178,.69634581
.053565636,-.0040803165,.00031442157,.02541686,.011786572,.94742262
.057796102,-.0037452802,.0014804205,.029074334,.0087523432,.8700949
.051452797,-.0047025746,.0024020043,.02586937,.010004947,1.0604019
.058254302,-.0078649214,.0012834911,.029575704,.010564824,.98564517
.054968636,-.0049757669,.0012451191,.02702146,.013289619,.99155092
.067610674,-.0079439813,-.0014644796,.028020877,.013533729,.89244944
.058621492,-.0084257564,.0031076027,.026065901,.01073124,1.0049062
.060468461,-.0040751281,.000057375812,.029603597,.010408537,.85285252
.058342032,-.0033861557,.0010051057,.022892781,.012866365,.88622463
.061303638,-.0073747188,.002391319,.02941497,.010456156,.96383899
.046792179,-.0023794943,-.000081997336,.030217813,.011857229,.94792074
.062462948,-.0043999259,.0026674233,.028162831,.0079440372,.79985094
.058019187,-.0018885365,.0015058722,.026713137,.010853286,.78831607
.05656483,-.0026534202,-.00017166551,.025958443,.012722113,.88721591
.07077188,-.0072784326,-.0013817814,.027314173,.012155795,.90151131
.05971723,-.010277875,-.00012187065,.024019772,.01230846,1.1626219
.071505174,-.0072150296,.00046180954,.024866154,.013730166,.83584231
.05568143,.00022741311,.00031632418,.024202764,.012380022,.79437512
.073461019,-.0036204061,.0013710422,.025547529,.010468522,.65255612
.056337137,-.0037680382,.0018129091,.022847839,.013693202,.87686479
.057422824,-.0020300522,.0013758909,.02510439,.014619994,.79735231
.051328465,-.000052080813,.000076034099,.031323008,.010133166,.82798082
.058351263,-.003412497,-.00085803249,.027030211,.010041988,.91832477
.059386048,-.0054967804,.00080876349,.025828945,.010444504,.95992106
.050136872,-.0073495498,.0016086254,.028165756,.0092891324,1.0938805
.054537795,-.0028109478,.0016443571,.029869501,.01062782,.85026222
.062933348,-.0083774803,.000093616851,.025935533,.013749185,1.0257404
.063071974,-.0016561713,.00051518739,.029863782,.0082345922,.74065709
.065044478,-.0041342098,.00053543365,.023621628,.015878405,.81949985
.048568759,-.0050607082,.0015954653,.02721196,.010830003,1.0504571
.054765876,-.0028666391,.00072832388,.024709739,.010644061,.89763433
.066217229,-.0052486244,-.00094319152,.028849926,.010206766,.88152254
.051511232,-.0064473888,.0018746626,.02627746,.012527598,1.126422
.056289323,-.0034612641,-.0013910775,.028778909,.013178496,.93797815
.057337269,-.0040057618,.001087528,.026031423,.013126202,.85022557
.054905623,-.0068379901,.00091353041,.02074258,.016430506,1.1267847
.058189135,-.0062654587,.001938721,.029885227,.010364761,.90610725
.052725121,-.0063426616,-.00098048092,.02507442,.015408291,1.1518165
.055868611,-.0039567011,.00030276962,.031638622,.010744411,.92374903
.049734164,-.0076208785,.0035635629,.025927665,.014249206,1.0278304
.063239694,-.0050832122,.00091280189,.023897823,.013591927,.90653998
.062945455,-.00082808168,-.0020415033,.031408742,.0089626852,.7355938
.056048427,-.0033420529,.001318118,.028223,.011321396,.89142734
.059405085,-.0052717724,.0020456179,.02883761,.0098025426,.86454076
.050848186,-.0043187453,.000010128854,.02573497,.014002707,1.0246737
.065080635,-.0047098743,.0029820607,.024602439,.010060902,.77599728
.059127223,-.0045736311,.0010126984,.023011243,.012615122,.96157581
.058416106,-.0070127887,.0017046165,.025618833,.013530806,.95144641
.053800195,-.0053752628,-.0012778946,.028529091,.009961932,1.1092079
.059820302,-.0025492695,.0013284128,.02474493,.014687668,.80023652
.054697435,-.0050388705,.0012175873,.02773938,.013025426,.9374156
.060257163,-.0024338071,.00078388589,.026015073,.013661016,.82321197
.057910636,-.0027866936,.00067609694,.027133655,.011663008,.86491209
.067663744,.0015236157,.00038136169,.027322797,.010765276,.60939151
.064458668,-.0051124906,.0001147622,.026801458,.010606423,.87912518
.055938758,-.0088061886,.0033826809,.029699344,.011034892,.97682261
.061315503,-.005512319,.0016905793,.028210761,.0098771686,.84720081
.05182334,-.0064802947,-.00065352512,.027989369,.0098104049,1.0852351
.062563293,-.0016065789,-.00043344591,.021559998,.011231631,.85819221
.060839474,-.0056071961,.0029551145,.028470213,.012479441,.7688908
.0598327,-.0059972866,.0011711912,.024802789,.010925969,.98507327
.066148341,-.0016927334,.00027765089,.028794566,.0089290943,.69684935
.064743392,-.0047284942,.0014161224,.02261012,.011739129,.85165918
.051214352,-.0028610618,.001897443,.028547755,.0084709842,.90595281
.056367479,-.0069235736,.00098455744,.030182011,.012124266,.92576265
.061598044,.00075436902,.0035006229,.025612675,.011670338,.61304504
.060054485,.0021802988,.00031000687,.02436702,.013108034,.62732828
.065659486,.000052421234,.0013804409,.025531491,.012260248,.61700833
.063522592,-.0058872099,-.0010437063,.028420089,.010241073,.97606951
.056071989,-.0053119091,-.00072382472,.025183609,.010828887,1.0348425
.050220236,.0026735046,.0013180808,.025352946,.012612026,.70490968
.054606069,-.0018756617,-.0011228735,.025269581,.011329422,.97418725
.060336068,-.0068473662,.001060655,.026305262,.008944625,.97304863
.052862134,-.011203608,.0012051588,.023327079,.011997855,1.2502247
.062700756,-.003177139,-.00005727178,.025376564,.012054252,.80535096
.05234265,-.0088285673,.0013773098,.031081568,.0095592849,1.1296036
.063418396,.00083534041,.0011607239,.028846089,.010458834,.61378449
.061878562,-.0028722328,.0014967209,.025984133,.011540934,.82644469
.05700548,-.002786465,.0013381251,.027684322,.011020767,.84720093
.058658741,-.006865073,.0018342698,.02996766,.0083177984,.93192238
.061017085,.000051990293,.0016000274,.025407188,.014058114,.69380105
.05634173,-.0083034355,.0012568538,.029645327,.012181052,1.0359929
.061856996,-.0045608641,.0017023197,.027226467,.0082629602,.86233068
.061254211,-.00040022857,-.0012230213,.028265228,.012015447,.69329286
.054793626,-.006654948,.0013224593,.028021986,.010448501,.95029855
.060973372,-.013378032,.00015424566,.026741643,.010042201,1.195794
.061078995,-.0015065335,.0020209181,.026422175,.013257248,.79829574
.05580502,-.0025032824,.000064621323,.030495286,.010152403,.85478294
.05765643,-.010948174,-.0016610265,.028361483,.011421376,1.2726008
.064270861,-.0067156241,-.00018545377,.027745996,.0124052,.92933786
.058622781,-.0037601136,-.000038736962,.025878297,.012702553,.94150275
.063156992,-.0068120374,.00011996709,.025348417,.013105849,.9792999
.064876251,-.0055129034,.0016923448,.025976038,.010811235,.80043674
.074403778,-.0014756607,.0013315907,.0272486,.0143143,.50782418
.065059163,-.0071260347,.0010103317,.027306329,.012134943,.93650764
.056945994,-.0045179464,.0012657135,.02961662,.008226159,.90707022
.063529193,-.0067749298,-.0011701029,.029334219,.012395493,.88810092
.054870017,-.0029930533,.0028385865,.024717841,.012317572,.8383286
.062228926,-.0041777943,.0010923287,.024195725,.015855182,.82070506
.06004424,.00049492501,.0013821449,.027983559,.011672408,.73188549
.060547825,-.0018048736,.0025524292,.021126021,.01188304,.79300714
.050020278,-.011658861,-.001409785,.026561208,.012126171,1.3826002
.049229629,-.0025359511,.0020168901,.030593194,.0065190699,.85302931
.06418515,-.0057097017,.0022914731,.029591972,.011318789,.77736861
.054682828,-.0073396573,.0017772092,.025679724,.0094839763,1.0244691
.051988941,-.0088447956,.0020212242,.025018951,.013016752,1.1689384
.057633899,-.0068601025,.00066938071,.023985904,.012737254,1.0198878
.063451372,.00055589649,-.00035649288,.026540769,.011804381,.69771129
.059608109,-.0076757316,.0027026897,.026263721,.01245248,.96197009
.058961626,-.0027437962,.000091912319,.02649672,.012613285,.85673666
.047014765,-.0051552691,.001951648,.02805643,.012010477,1.0203514
.061116893,-.0068934602,.0025395507,.029167244,.0072711157,.94230485
.060591616,-.0038817897,.002171369,.027803347,.010669151,.78432399
.059212442,-.0088953357,.00080966268,.028840527,.010079881,1.0418191
.056226477,-.0027550522,.00084371481,.024804547,.0097831432,.92115593
.058642745,-.0047550746,.0024920397,.029100554,.0099024046,.81955969
.057604495,-.0030610499,.0050763483,.025616227,.0089974552,.73326492
.056718688,-.00086101756,.00083209027,.03035133,.0072446996,.78244114
.056636781,-.0077839075,-.00021236934,.023073886,.015135856,1.1179973
.059221238,-.0060630417,.001009647,.026739519,.0098950071,.92594862
.055733547,-.012369896,.0020427178,.030903971,.011142231,1.1367912
.048711155,-.0047301776,.0012852284,.028489824,.014245744,.96501458
.05799422,-.0091756601,-.00011371692,.027406268,.0099647166,1.1366178
.065624282,-.0047274916,.0023486991,.024403721,.010763467,.75686145
.062236432,-.005316217,.0012440399,.031980447,.011178945,.78294426
.062437266,-.004877856,.00096571731,.027923724,.0095045688,.87964571
.054821011,-.0085330065,-.0023544889,.024915086,.012590526,1.2276464
.061842225,-.0054481388,.0007881028,.025852557,.011387178,.89863491
.064571179,-.0037342354,.00063760875,.024433134,.012552146,.82822847
.057464525,-.0095483931,.00014581496,.020179173,.017632505,1.1190357
.059892893,-.0011363699,-.00054225588,.030389043,.011413356,.7231822
.060480624,-.0038193434,.0015243678,.028324032,.0089206444,.83856899
.056935299,-.0056171753,.0023330916,.018551722,.012988442,1.0352265
.05249951,-.0083632758,.0021934414,.031936839,.01123739,1.0365118
.064360604,.00049988372,.0012684595,.020256413,.011394054,.7444368
.063923195,-.0071355626,.0010331328,.02654846,.010573536,.93202037
.048741423,-.0054621208,.0010258033,.022556281,.013621838,1.0811052
.056654986,-.0045128008,.0011718652,.026063526,.014054446,.88340068
.062790155,-.0046110973,.00094498415,.032867938,.0096343374,.84677815
.06661357,-.0021932102,.0014584353,.026257116,.010933704,.71016693
.060408026,-.0099719623,.0022245371,.024674343,.010012601,1.1225392
.066533789,-.001329374,-.0015341231,.026731968,.0091516608,.77926326
.058596473,-.0095802387,.0030715058,.030687496,.0097988723,.9715293
.057967067,-.0083824014,.0015551794,.027133984,.0093368273,1.0498894
.058427781,-.0023424018,.00095385057,.025028992,.012062664,.85739011
.05469498,-.0047827745,.0025689134,.025764583,.012891041,.89270651
.05498362,-.006942614,.0021092894,.028338691,.0098108053,1.0029927
.054616213,-.0048908195,.0010500845,.032756019,.0090093063,.95637631
.05285041,-.0035562809,.0022834688,.024551364,.012096423,.89421678
.057774238,-.0004622475,-.00018469708,.024260089,.011386581,.81398118
.054868318,-.0039195735,.0032018221,.023868823,.013442317,.88305801
.054008577,-.0042343484,.001937865,.036029983,.0062845736,.80934602
.071725532,-.0048795389,.0018967933,.026520662,.014664901,.64271402
.053572442,-.0017282042,.0013692125,.022551356,.013615094,.95249838
.066991329,-.00028224033,-.00073593576,.029324228,.0070894021,.72597438
.050346948,-.0045273323,.0019095787,.027321639,.0081447409,.97823858
.057119124,-.0046026353,.0049080015,.021789318,.013927061,.79901415
.055187512,-.0022904973,-.00069920399,.023087831,.0099184681,1.0146971
.0595566,-.002730744,-.0008315398,.026861047,.016632326,.85323322
.058858097,-.0025472278,.00024612673,.024716984,.011722991,.87068188
.064473704,-.0013702416,-.0034436486,.024315245,.013732743,.80365348
.049332716,-.0058994736,-.0013587422,.028483953,.0082942201,1.1812172
.064617291,-.0094597414,.0002205528,.025559096,.0092149274,1.0122907
.053590186,-.0019505767,.00138023,.025918161,.011993943,.83721894
.056992471,-.007669969,.0033451864,.02762733,.0091259526,.96151155
.060921539,-.0024069655,.0010682929,.026834007,.012494395,.79906625
.056555439,-.0070996168,.0029467323,.030024756,.010986155,.98152405
.052937359,-.0024929366,.0020321885,.025568536,.013252097,.92578238
.061218664,-.0031738798,.0015352817,.025989227,.011956817,.75416636
.069034882,-.0014494759,-.00063140516,.030355182,.0121826,.68885714
.058053963,-.0036155358,.00017490977,.026821347,.011375347,.91586101
.04579404,-.0067460611,-.0014010724,.027415272,.0082906727,1.1921282
.052329823,.00090737705,.0038574876,.025786217,.0085708648,.72325206
.065221779,-.0030791848,.0013988183,.025222899,.011737987,.76772934
.060422271,-.012610874,-.00012324043,.023679528,.010818058,1.3341091
.053455319,-.0079971608,.001537767,.025333203,.013656944,1.0367008
.047845468,-.0034775794,.0020833337,.026934974,.011685737,.95694512
.061148122,-.0047626193,.0011861156,.027906004,.0094279097,.86655504
.065442771,-.0052055842,-.00072622043,.025146909,.010726666,.90006411
.050994873,-.0042826626,-.00035010543,.027773336,.012779457,.9881081
.062665261,-.0012255461,.0030570263,.029493846,.010316572,.64698851
.051465798,-.012934514,-.00060272735,.026476372,.0084994584,1.4509618
.059415918,-.0042833677,.000055663597,.022201052,.013586041,.94983053
.054587852,-.012463505,-.00025031177,.033621397,.0081826262,1.2093606
.056617707,-.0074043903,.0010079389,.025168136,.0099355495,1.0769409
.06478785,-.0095178075,.0025392685,.032763954,.0082499795,.88694423
.058759555,-.0015896432,.0033662519,.024066111,.010866893,.66858321
.04800516,-.0022866693,.001713154,.028160505,.010541307,.93063664
.055965826,-.0049870112,-.0016864729,.02082457,.014871346,1.1229708
.06349764,-.0070463587,-.00076332735,.023969548,.012689629,1.0524772
.056943286,-.001636215,-.00036616329,.030197836,.0096808719,.85959733
.053371053,-.0058721839,.0022891047,.022650575,.0134704,1.0117089
.06057531,-.0045411717,.00009513741,.027706007,.010315455,.90379709
.054032162,-.0064184871,.00363307,.022491269,.01430425,.99504757
.060413618,-.0036396342,-.00048441437,.02676538,.010845666,.9258008
.051591113,-.0070872321,-.00062173977,.028282806,.010851905,1.1831656
.05757574,-.0088050589,.0018588356,.033162128,.0092414077,.97188306
.058396317,-.0097727599,.00057971856,.024701148,.012919653,1.1506552
.054335669,-.003928965,.0017131453,.029500939,.0099388184,.92125273
.065484524,-.0070435111,-.00031200272,.022226389,.015605452,.9881441
.055676624,-.0060845879,.00095019018,.028780816,.0083541879,.96414143
.060571857,-.0010526675,-.00015969593,.02742045,.0089000631,.82679993
.057537578,-.0016919405,-.0013714802,.02943268,.010082887,.84194714
.061400503,-.0057797274,.0012110576,.029562542,.011062815,.892456
.058336124,-.0032395152,.0019657854,.026904505,.010968328,.9237116
.049094707,-.00043463497,-.0003704291,.0280999,.011738565,.91003913
.055758484,-.010958502,-.0012592117,.030156456,.010758511,1.2370045
